IntID#,REF,Journal,Group,Class,Order,Genus,species,Light,Light2,Temp,Salinity,Nutrient,Container,Treat1,Treat2,Media,Data,sumSAFA,sumMUFA,sumPUFA,c18.2w6,c18.3w6,c18.3w3,c18.4w3,c18.5w3,c20.4w6,c20.5w3,c22.6w3
859,Volkman1989,JEMBE,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,atomus,75,12,20,32,Replete,0.25L-Flask,,,f/2,pgFAcell,0.09061,0.06806,0.2419,0.04223,0.000205,0.08897,0.01107,0,0.00205,0.01312,0.000205
860,Volkman1989,JEMBE,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,75,12,20,32,Replete,0.25L-Flask,,,f/2,pgFAcell,0.8838,0.6696,1.9656,0.4986,0.0612,0.2826,0.2376,0,0.0648,0.1728,0.0018
861,Volkman1989,JEMBE,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonas,salina,75,12,20,32,Replete,0.25L-Flask,,,fE,pgFAcell,1.908,0.66,5.308,0.884,0.224,1.044,1.644,0,0.076,0.912,0.436
862,Tremblay2007,Aquaculture,Ochrophyta,Coscinodiscophyceae,Chaetocerotales,Chaetoceros,gracilis,20,24,20,32,Replete,18L-Carboy,,,Conway,pgFAcell,2.349765,1.402621,1.256827,0.009306,0.023782,0,0.037224,0,0.00517,0.553707,0.058938
863,Tremblay2007,Aquaculture,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Skeletonema,costatum,20,24,20,32,Replete,18L-Carboy,,,Conway,pgFAcell,1.008831,0.834879,2.384592,0.111438,0.003171,0.044847,0.169875,0,0.012231,0.62514,0.24009
864,Tremblay2007,Aquaculture,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,salina,20,24,20,32,Replete,18L-Carboy,,,Conway,pgFAcell,4.208274,1.770174,5.303718,1.702134,0.370818,0.904932,0.88452,0,0.337932,0.542052,0.405972
865,Wacker2002,L&O,Haptophyta,Coccolithophyceae,Isochrysidales,Isochrysis,galbana,100,24,20,32,Replete,NA,,T-Iso,ASW,ug.mgPOC-1,71.3,74.91,95.28,10.34,0.79,31.11,26.51,0,0.69,3.71,22.13
866,Wacker2002,L&O,Ochrophyta,Eustigmatophyceae,Eustigmatales,Nannochloropsis,limnetica,100,24,20,0,Replete,NA,,,mod-WC,ug.mgPOC-1,68.34,110.32,113.59,5.95,2.37,0.92,0,0,14.62,87.68,0
867,Wacker2002,L&O,Chlorophyta,Trebouxiophyceae,Chlorellales,Chlorella,minutissima,100,24,20,0,Replete,NA,,,mod-WC,ug.mgPOC-1,55.06,37.51,120.17,15.06,1.35,93.47,10.29,0,0,0,0
868,Wacker2002,L&O,Chlorophyta,Chlorophyceae,Sphaeropleales,Monoraphidium,minutum,100,24,20,0,Replete,NA,,,mod-WC,ug.mgPOC-1,61.39,84.99,79.47,17.6,1.34,54.51,6.02,0,0,0,0
869,Wacker2002,L&O,Cyanobacteria,Cyanophyceae,Chroococcales,Aphanothece,sp,100,24,20,0,Replete,NA,,,mod-WC,ug.mgPOC-1,53.52,38.68,1.34,0.09,0,0,0.43,0,0,0,0.54
870,MullerNavarra2006,ArchHyd,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,obliquus,100,24,20,0,Replete,3L-Flask,,,Chu,ug.mgC-1,38.69,44.22,42.42,14.34,0.77,22.45,3.44,0,0,0,0.09
871,MullerNavarra2006,ArchHyd,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,erosa,100,24,20,0,Replete,3L-Flask,,,Chu,ug.mgC-1,68.83,27.81,145.51,18.65,1.05,62.03,29.64,0,0.27,28.24,2.78
872,MullerNavarra2006,ArchHyd,Ochrophyta,Bacillariophyceae,Bacillariales,Nitzschia,palea,100,24,20,0,Replete,3L-Flask,,,Chu,ug.mgC-1,95.84,75.15,65.09,4.7,5.32,0.12,1.29,0,6.55,32.23,3.56
873,Viso1993,PhytoChem,Ochrophyta,Fragilariophyceae,Fragilariales,Asterionella,glacialis,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.3005,1.5265,0.473,0.0731,0,0.043,0,0,0,0.1333,0
874,Viso1993,PhytoChem,Ochrophyta,Bacillariophyceae,Bacillariales,Nitzschia,closterium,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,3.1293,2.1716,0.8052,0.1647,0.0427,0.0976,0.061,0,0.0854,0.1586,0.1159
875,Viso1993,PhytoChem,Ochrophyta,Bacillariophyceae,Naviculales,Phaeodactylum,tricornutum,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,1.84365,1.9278,1.3362,0.2091,0.0102,0.1428,0.0102,0,0,0.6375,0.0408
876,Viso1993,PhytoChem,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,sp,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,3.4317,1.4472,0.5184,0.0918,0,0.0648,0.1026,0,0,0.0918,0
877,Viso1993,PhytoChem,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Thalassiosira,weissflogii,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,8.1508,4.3452,1.7466,0,0.142,0,0.0426,0,0,0.5396,0.0142
878,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Gymnodiniales,Amphidinium,sp,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.7642,0.9384,1.4025,0.0204,0,0.0102,0.0306,0.0306,0,0.408,0.8874
879,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Procentrales,Prorocentrum,micans,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.0272,0.3472,0.4284,0.0196,0,0.126,0.0924,0.1092,0,0.0028,0.0784
880,Viso1993,PhytoChem,Dinophyta,Dinophyceae,Peridinales,Scrippsiella,trochoidea,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.35725,0.602,0.546,0.028,0,0.07,0.112,0.1855,0,0.0035,0.147
881,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,bioculata,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.0033,0.6164,4.2813,0.4556,0.0536,2.479,0.201,0,0,0,0
882,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,minuta,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,1.36585,0.708,3.7701,0.4543,0.059,2.1889,0.236,0,0.0177,0,0
883,Viso1993,PhytoChem,Chlorophyta,Chlorophyceae,Chlamydomonadales,Dunaliella,primolecta,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,13.2678,6.1803,36.82665,3.5154,0.567,21.9996,2.3247,0,0.02835,0,0
884,Viso1993,PhytoChem,Chlorophyta,Trebouxiophyceae,Chlorellales,Nannochloris,sp,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,3.85605,15.466,1.6093,0.1254,0,0.1672,0.0627,0,1.2122,0,0
885,Viso1993,PhytoChem,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,marina,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.035,0.0221,0.043,0.0016,0.0002,0.016,0.008,0,0,0.0058,0
886,Viso1993,PhytoChem,Chlorophyta,Chlorodendrophyceae,Chlorodendrales,Tetraselmis,suecica,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.0418,0.0213,0.0371,0.005,0,0.0115,0.0067,0.0007,0,0.0042,0.0008
887,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Chrysotila,stipitata,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.0541,0.0334,0.0125,0.0053,0.0006,0.004,0.0023,0,0,0,0.0003
888,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Chrysotila,Iamellosa,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.0489,0.0362,0.0151,0.0055,0.0007,0.0048,0.0033,0,0,0.0003,0.0005
889,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Coccolithales,Hymenomonas,elongata,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.4056,0.1304,0.2648,0.108,0,0.044,0.0632,0.0256,0,0.0104,0.0096
890,Viso1993,PhytoChem,Haptophyta,Coccolithophyceae,Isochrysidales,Emiliania,huxleyi,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,8.235,3.213,2.079,0.108,0,0.648,0.594,0.5265,0,0,0.2025
891,Viso1993,PhytoChem,Haptophyta,Pavlovophyceae,Pavlovales,Pavlova,pinguis,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,0.8239,0.2068,0.0704,0.0187,0,0.0055,0.0099,0,0,0.0341,0.0022
892,Viso1993,PhytoChem,Cryptophyta,Cryptophyceae,Pyrenomonadales,Chroomonas,fragarioides,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,2.5688,1.9836,3.1008,1.3376,0,0,1.2312,0,0,0.3572,0.1748
893,Viso1993,PhytoChem,Ochrophyta,Raphidophyceae,Chattonellales,Heterosigma,akashiwo,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,5.925583333,2.606133333,2.684766667,0.179733333,0,0.460566667,0.797566667,0.179733333,0,0.9436,0.078633333
894,Viso1993,PhytoChem,Ochrophyta,Xanthophyceae,Tribonematales,Heterothrix,sp,180,12,18,32,Replete,1L-Flask,,,f/2,ug.mgC-1,6.324,1.0336,6.2016,0.34,0.0272,0.8976,0.1224,0,3.3864,1.1288,0
895,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,30,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,40.13843853,29.86949122,121.5318402,32.60715061,4.387020021,44.4672057,4.411409401,0,0,0,0
896,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,60,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,47.05899103,38.43106464,121.0215927,35.45651897,6.604785135,47.04920861,7.09879428,0,0,0,0
897,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,140,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,79.59443671,86.41218364,115.0571269,31.09027396,3.357873823,44.82010857,8.004356214,0,0,0,0
898,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,230,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,91.88124616,131.8778598,162.6509114,44.11857474,3.651763681,69.26102418,10.79491829,0,0,0,0
899,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,490,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,107.119365,130.7806355,150.9121727,35.64007184,2.528985959,65.69455117,9.570995181,0,0,0,0
900,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,30,24,20,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,62.51687058,46.15763528,142.0946038,41.47170735,8.722329031,51.96039353,11.42983627,0,0,0,0
901,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,60,24,20,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,63.61918123,66.34355427,117.092004,40.88193741,6.095585057,39.91669623,10.24044227,0,0,0,0
902,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,140,24,20,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,109.8113683,124.7307945,165.6978404,43.56275187,2.891142448,68.25658597,14.10827218,0,0,0,0
903,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,230,24,20,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,108.7385913,139.3330082,171.6604491,45.46300457,2.452067528,73.10653875,13.95142535,0,0,0,0
904,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,490,24,20,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,96.43474931,104.4853334,140.6812753,29.33428274,1.431927273,64.69731595,10.58969521,0,0,0,0
905,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,30,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,31.45584631,24.59925578,97.57721518,11.10798359,1.303176854,35.21396125,18.8082313,0,2.534589653,0,2.894502438
906,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,60,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,32.87045819,30.65176951,109.4564894,13.02160012,0.993095234,41.41223496,19.97106815,0,2.768116302,0,7.021342446
907,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,140,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,29.59214525,26.36545474,91.23149696,10.57221021,1.006676978,38.30014317,20.04783755,0,0.981727788,0,4.367241276
908,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,230,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,31.39833715,25.54359841,88.82164149,8.163799181,1.099361159,32.29053664,19.84077047,0,1.869972203,0,4.4196398
909,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,490,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,27.11738034,24.70813986,96.81400987,7.73266023,1.098938026,34.91227022,24.60365318,0,0.945725768,0,4.533821127
910,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,30,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,36.12702327,20.0890382,110.1315143,10.05303783,1.600512558,41.7846451,27.34059138,0,1.600330913,0,6.93373863
911,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,60,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,34.14402138,25.71431379,129.0433752,9.275902396,1.337519545,42.60940076,35.12801646,0,4.081431187,0,4.322211391
912,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,140,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,30.85315929,17.49468387,81.56379939,6.522874477,0.485310974,30.10421536,27.58295834,0,2.026383147,0,1.402829807
913,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,230,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,32.61983997,20.75787717,120.6637012,8.104033556,0.923010414,42.63241587,39.57286278,0,2.292181979,0,3.884782757
914,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,490,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,32.8310273,19.57666258,92.1136905,5.501983587,1.03432658,28.91789756,30.50794424,0,2.74133314,0,3.401177212
915,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,30,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,28.14632143,46.51775748,86.38229149,7.345502329,0,38.91083929,0,0,0,0,0
916,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,60,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,27.3530049,45.91791531,80.97432334,6.28526327,0,37.48327081,0,0,0,0,0
917,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,140,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,36.77433064,82.56858227,117.5937285,8.356221368,0,59.20051109,0,0,0,0,0
918,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,230,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,39.57677278,78.29807882,80.40604913,6.559981828,0,35.74789768,0,0,0,0,0
919,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,490,24,20,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,35.81637429,76.3259054,117.6389162,5.598926631,0,60.96321486,0,0,0,0,0
920,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,30,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,31.50504862,33.97291777,124.3668098,5.3906334,0,68.04041579,0,0,0,0,0
921,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,60,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,26.33607069,35.11941598,81.04835673,6.157370711,0,40.60110746,0,0,0,0,0
922,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,140,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,37.42680702,73.99040915,105.7887293,9.43416684,0,52.21697298,0,0,0,0,0
923,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,230,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,42.32511582,74.62335989,86.11839281,7.490231246,0,39.88982298,0,0,0,0,0
924,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,490,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,48.5334577,97.51764128,113.6428158,8.427833979,0,57.83011838,0,0,0,0,0
925,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,30,24,20,0,Limited,1L-Flask,P-,10,WC,ug.mgC-1,32.27723058,267.2383328,121.9743644,3.490578166,3.717145146,3.204269825,4.366607736,0,2.685726078,0,4.44705471
926,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,60,24,20,0,Limited,1L-Flask,P-,10,WC,ug.mgC-1,37.59156911,297.6012571,109.5293604,4.548473072,3.203586344,2.970787581,5.160172253,0,0,0,3.855899557
927,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,140,24,20,0,Limited,1L-Flask,P-,10,WC,ug.mgC-1,40.74827379,374.0561814,107.8520174,4.062337418,2.819597543,2.519505146,4.376048891,0,0,0,3.882136791
928,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,230,24,20,0,Limited,1L-Flask,P-,10,WC,ug.mgC-1,42.02349301,399.4182908,108.7297923,3.298333376,2.817777351,2.429707667,4.07811606,0,0,0,3.93010744
929,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,490,24,20,0,Limited,1L-Flask,P-,10,WC,ug.mgC-1,45.34921132,435.8354561,99.16974534,0.802289711,2.662581818,2.366225193,0,0,0,0,3.637159311
930,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,30,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,27.51542875,272.4974281,111.4880412,2.643205954,2.806776115,2.533458744,2.834212109,0,0,0,3.639988032
931,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,60,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,29.68009458,291.7505308,100.0467504,1.943972326,2.375403678,2.095474294,0.666341335,0,0,0,3.489318036
932,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,140,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,33.40984802,331.7059237,97.004485,1.733835953,2.38746414,2.052342479,0.523480384,0,0,0,3.343929685
933,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,230,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,34.94557249,327.4499577,97.88990582,2.812118536,2.231393833,1.845438411,2.33191654,0,0,0,3.312166938
934,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,490,24,20,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,37.03740027,328.4185417,106.0181515,3.699215013,2.620117248,2.087264842,2.98812049,0,0,0,3.459349366
935,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,198,24,10,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,107.7584452,174.0286454,62.866602,1.652342724,1.220632987,0,18.31679521,0,0.341323108,1.876325322,12.32450777
936,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,198,24,10,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,59.80800444,85.44156628,64.47309226,1.410757146,1.147708881,0,10.11818022,0,0,0.490422464,11.65932113
937,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,198,24,10,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,24.9257999,20.47130415,97.91889132,6.837370995,1.37960101,25.42898577,31.40715039,0,0,0,6.856735738
938,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,198,24,10,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,28.42159634,18.64685498,101.3565254,4.804723081,1.356403181,20.92058651,46.16316233,0,0.489694468,0,6.573893657
939,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,198,24,10,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,64.67967317,106.0496951,122.6500859,19.59518769,1.202268522,58.22350695,5.05089408,0,0,0,0
940,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,198,24,10,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,36.12084186,29.92065566,96.56435818,12.29335044,2.050303649,47.86531606,5.230278709,0,0,0,0
941,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,198,24,10,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,58.15095458,107.4228333,125.4644814,8.388513999,0.248154312,60.9578903,0.880591037,0,0.274031005,0,0
942,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,198,24,10,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,19.32714392,24.86813925,76.47950667,2.923640262,0,41.49423491,0.975367538,0,0,0,0
943,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,198,24,25,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,85.00701542,91.1750781,95.38389027,28.24878213,3.396356352,33.38177746,9.792916599,0,0,0,0
944,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmus,quadricauda,198,24,25,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,48.41173644,30.18456757,88.71537844,19.12837862,3.928282038,38.43006322,7.068638644,0,0,0,0
945,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,198,24,25,0,Limited,1L-Flask,P-,5,WC,ug.mgC-1,14.14128795,24.02257173,74.40038643,6.129545294,1.294542748,22.20444267,21.95372357,0,0.844937067,0,3.04900613
946,Piepho2012,Jphyc,Cryptophyta,Cryptophyceae,Cryptomonadales,Cryptomonas,ovata,198,24,25,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,16.80720392,18.80080221,85.11292261,7.03755094,1.721654391,21.79966285,34.16026708,0,0,0,3.998066027
947,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,198,24,25,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,132.7124613,219.7456409,48.141205,1.64470497,1.21920974,1.984553901,1.113694535,0,1.076065417,2.525457495,12.22066322
948,Piepho2012,Jphyc,Ochrophyta,Coscinodiscophyceae,Thalassiosirales,Cyclotella,meneghiniana,198,24,25,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,59.08112874,57.29818394,46.49966907,1.758799325,1.273335463,2.280365247,0,0,0,0,8.101021147
949,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,198,24,25,0,Limited,1L-Flask,P-,1,WC,ug.mgC-1,60.16563668,110.8787746,131.8212438,11.19685784,0,62.94349793,1.150542217,0,0,0,0
950,Piepho2012,Jphyc,Chlorophyta,Chlorophyceae,Chlamydomonadales,Chlamydomonas,globosa,198,24,25,0,Replete,1L-Flask,P+,50,WC,ug.mgC-1,30.88619611,38.48251907,108.3810185,7.430090383,0,55.4286621,0.360806563,0,0,0,0
951,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.10,GrRt.0.2,mod-Provasoli,ug.mgC-1,83,46,200,20,2,74,51,0,1,33,17
952,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.10,GrRt.0.4,mod-Provasoli,ug.mgC-1,53,32,186,10,2,60,57,0,1,36,17
953,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.10,GrRt.0.6,mod-Provasoli,ug.mgC-1,46,29,153,9,2,42,55,0,1,27,16
954,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.10,GrRt.0.8,mod-Provasoli,ug.mgC-1,57,32,165,9,1,49,58,0,1,28,17
955,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.14,GrRt.0.2,mod-Provasoli,ug.mgC-1,51,35,155,21,2,52,33,0,2,29,13
956,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.14,GrRt.0.4,mod-Provasoli,ug.mgC-1,57,27,152,17,2,56,32,0,1,25,16
957,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.14,GrRt.0.6,mod-Provasoli,ug.mgC-1,64,30,141,7,1,40,47,0,2,23,17
958,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.14,GrRt.0.8,mod-Provasoli,ug.mgC-1,53,29,144,6,1,40,53,0,1,24,16
959,Bi2014,Jphyc,Cryptophyta,Cryptophyceae,Pyrenomonadales,Rhodomonas,sp,100,16,18,18,Limited,1L-Flask,N:P.24,GrRt.0.2,mod-Provasoli,ug.mgC-1,53,30,164,12,2,56,48,0,1,25,17
